ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_1746658	0.85523316	3.88e-01	8.79e-01	-5.7012	3.33e-02	62865658	RORB	RAR related orphan receptor B
ILMN_2373155	0.85523316	3.88e-01	8.79e-01	-5.7012	3.33e-02	550822366	OPRM1	opioid receptor mu 1
ILMN_1660973	0.85523316	3.88e-01	8.79e-01	-5.7012	3.33e-02	58331244	GAD1	glutamate decarboxylase 1
ILMN_1778457	0.85523316	3.88e-01	-8.78e-01	-5.70138	-7.50e-02	342349317	IL18	interleukin 18
ILMN_1747162	0.85523316	3.88e-01	-8.78e-01	-5.70138	-7.50e-02	41327774	DDX47	DEAD-box helicase 47
ILMN_1751120	0.85523316	3.88e-01	-8.78e-01	-5.7015	-9.17e-02	21264599	HIST1H4H	histone cluster 1, H4h
ILMN_1829064	0.85523316	3.88e-01	8.78e-01	-5.7015	5.00e-02	31443686		
ILMN_2115534	0.85523316	3.88e-01	-8.78e-01	-5.7015	-5.00e-02	59710092	ADGRG4	adhesion G protein-coupled receptor G4
ILMN_2189458	0.85523316	3.88e-01	-8.78e-01	-5.7015	-5.00e-02	56550032	SHQ1	SHQ1, H/ACA ribonucleoprotein assembly factor
ILMN_1761031	0.85523316	3.88e-01	8.78e-01	-5.7015	5.00e-02	359465587	PTPDC1	protein tyrosine phosphatase domain containing 1
ILMN_3301052	0.85523316	3.88e-01	8.78e-01	-5.7015	5.00e-02	NA		
ILMN_1654942	0.85523316	3.88e-01	8.78e-01	-5.7015	5.00e-02	350529399	NFIC	nuclear factor I C
ILMN_1663455	0.85523316	3.88e-01	-8.78e-01	-5.7015	-5.00e-02	NA		
ILMN_3213750	0.85523316	3.88e-01	8.78e-01	-5.7015	5.00e-02	NA		
ILMN_3249248	0.85523316	3.88e-01	8.78e-01	-5.7015	5.00e-02	NA		
ILMN_1764891	0.85523316	3.88e-01	-8.78e-01	-5.7015	-5.00e-02	331028515	ZNF384	zinc finger protein 384
ILMN_2348503	0.85523316	3.88e-01	8.78e-01	-5.7015	5.00e-02	303305007	PPIE	peptidylprolyl isomerase E
ILMN_3278753	0.85523316	3.88e-01	8.78e-01	-5.7015	5.00e-02	NA		
ILMN_1659727	0.85523316	3.88e-01	-8.78e-01	-5.7015	-5.00e-02	NA		
ILMN_1705496	0.85523316	3.88e-01	8.78e-01	-5.7015	5.00e-02	NA		
ILMN_1678242	0.85523316	3.88e-01	-8.78e-01	-5.7015	-5.00e-02	NA		
ILMN_1659894	0.85523316	3.88e-01	8.78e-01	-5.7015	5.00e-02	NA		
ILMN_1753125	0.85523316	3.88e-01	8.78e-01	-5.7015	5.00e-02	NA		
ILMN_1777915	0.85523316	3.88e-01	-8.78e-01	-5.7015	-5.00e-02	555290126	STX6	syntaxin 6
ILMN_1762225	0.85523316	3.88e-01	-8.78e-01	-5.7015	-5.00e-02	296434212	DDX49	DEAD-box helicase 49
ILMN_1821055	0.85523316	3.88e-01	-8.78e-01	-5.7015	-5.00e-02	9200225	TPTE2P5///SUGT1P3	transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 5///SGT1 homolog, MIS12 kinetochore complex assembly cochaperone pseudogene 3
ILMN_2178088	0.85578792	3.88e-01	8.77e-01	-5.70218	5.83e-02	662033886	ZNF131	zinc finger protein 131
ILMN_1713301	0.85578792	3.88e-01	8.77e-01	-5.70218	5.83e-02	123701897	DGCR2	DiGeorge syndrome critical region gene 2
ILMN_3307799	0.85578792	3.88e-01	8.77e-01	-5.70218	5.83e-02	78000204	PSMD4	proteasome 26S subunit, non-ATPase 4
ILMN_2398939	0.85578792	3.88e-01	8.77e-01	-5.70234	8.33e-02	68509927	MBP	myelin basic protein
ILMN_1751607	0.85578792	3.88e-01	-8.77e-01	-5.70243	-7.50e-02	166999612	FOSB	FosB proto-oncogene, AP-1 transcription factor subunit
ILMN_2343278	0.85578792	3.89e-01	-8.76e-01	-5.70339	-1.08e-01	507144090	PLPP1	phospholipid phosphatase 1
ILMN_2374164	0.85578792	3.89e-01	8.75e-01	-5.70381	1.25e-01	NA		
ILMN_2352090	0.85578792	3.89e-01	-8.75e-01	-5.70381	-1.00e-01	40217832	GPRC5C	G protein-coupled receptor class C group 5 member C
ILMN_2407619	0.85578792	3.89e-01	8.75e-01	-5.70386	3.33e-02	567316251	CDC25C	cell division cycle 25C
ILMN_1746376	0.85578792	3.89e-01	-8.75e-01	-5.70386	-3.33e-02	33598921	SCARA3	scavenger receptor class A member 3
ILMN_1772214	0.85578792	3.89e-01	8.75e-01	-5.70386	3.33e-02	169790959	CRYBA1	crystallin beta A1
ILMN_1672307	0.85578792	3.89e-01	8.75e-01	-5.70386	3.33e-02	156523232	BMX	BMX non-receptor tyrosine kinase
ILMN_2159453	0.85578792	3.89e-01	-8.75e-01	-5.70386	-3.33e-02	439252933	STXBP2	syntaxin binding protein 2
ILMN_2290776	0.85578792	3.89e-01	8.75e-01	-5.70386	3.33e-02	118421090	AGBL5	ATP/GTP binding protein like 5
ILMN_1854580	0.85578792	3.89e-01	8.75e-01	-5.70386	3.33e-02	32273211		
ILMN_3251100	0.85578792	3.89e-01	8.75e-01	-5.70386	3.33e-02	984290557	MEF2A	myocyte enhancer factor 2A
ILMN_1750102	0.85578792	3.89e-01	8.75e-01	-5.70386	3.33e-02	260764006	EME1	essential meiotic structure-specific endonuclease 1
ILMN_1713602	0.85578792	3.89e-01	8.75e-01	-5.70386	3.33e-02	53850573	OR14J1	olfactory receptor family 14 subfamily J member 1
ILMN_1755318	0.85578792	3.89e-01	-8.75e-01	-5.70386	-3.33e-02	15718715	HIST1H2AJ	histone cluster 1, H2aj
ILMN_1786239	0.85578792	3.89e-01	-8.75e-01	-5.70386	-3.33e-02	205277346	TACR1	tachykinin receptor 1
ILMN_2171289	0.85578792	3.89e-01	8.75e-01	-5.70386	3.33e-02	373838706	SAMSN1	SAM domain, SH3 domain and nuclear localization signals 1
ILMN_2281404	0.85578792	3.89e-01	8.75e-01	-5.70386	3.33e-02	374670659	ZNF74	zinc finger protein 74
ILMN_3238803	0.85578792	3.89e-01	8.75e-01	-5.70386	3.33e-02	130502161	RASAL3	RAS protein activator like 3
ILMN_1652852	0.85578792	3.89e-01	8.75e-01	-5.70386	3.33e-02	219842338	GAS2	growth arrest specific 2
ILMN_1667001	0.85578792	3.89e-01	-8.75e-01	-5.70386	-3.33e-02	NA		
ILMN_1688602	0.85578792	3.89e-01	-8.75e-01	-5.70386	-3.33e-02	189491740	ATXN7	ataxin 7
ILMN_1775428	0.85578792	3.89e-01	8.75e-01	-5.70386	3.33e-02	969812485	ZKSCAN5	zinc finger with KRAB and SCAN domains 5
ILMN_1781833	0.85578792	3.89e-01	-8.75e-01	-5.70386	-3.33e-02	164565426	BOLL	boule homolog, RNA binding protein
ILMN_1875691	0.85578792	3.89e-01	-8.75e-01	-5.70386	-3.33e-02	5865013		
ILMN_2175455	0.85578792	3.89e-01	-8.75e-01	-5.70386	-3.33e-02	371873114	CYP2A13	cytochrome P450 family 2 subfamily A member 13
ILMN_3235335	0.85578792	3.89e-01	-8.75e-01	-5.70386	-3.33e-02	327365370	DNMBP-AS1	DNMBP antisense RNA 1
ILMN_3292711	0.85578792	3.89e-01	8.75e-01	-5.70386	3.33e-02	NA		
ILMN_3267852	0.85578792	3.89e-01	8.75e-01	-5.70386	3.33e-02	NA		
ILMN_1740622	0.85578792	3.89e-01	-8.75e-01	-5.70386	-3.33e-02	154091313	TRPM3	transient receptor potential cation channel subfamily M member 3
ILMN_1823486	0.85578792	3.89e-01	-8.75e-01	-5.70386	-3.33e-02	6138591		
ILMN_1654279	0.85578792	3.89e-01	8.75e-01	-5.70386	3.33e-02	NA		
ILMN_1669350	0.85578792	3.89e-01	-8.75e-01	-5.70386	-3.33e-02	NA		
ILMN_1688633	0.85578792	3.89e-01	-8.75e-01	-5.70386	-3.33e-02	379642986	CLCN2	chloride voltage-gated channel 2
ILMN_1695002	0.85578792	3.89e-01	8.75e-01	-5.70386	3.33e-02	393715065	PKIB	protein kinase (cAMP-dependent, catalytic) inhibitor beta
ILMN_1701497	0.85578792	3.89e-01	-8.75e-01	-5.70386	-3.33e-02	187608675	CD5L	CD5 molecule like
ILMN_1782863	0.85578792	3.89e-01	8.75e-01	-5.70386	3.33e-02	444189305	FAM83B	family with sequence similarity 83 member B
ILMN_1830601	0.85578792	3.89e-01	-8.75e-01	-5.70386	-3.33e-02	23286167		
ILMN_1837643	0.85578792	3.89e-01	-8.75e-01	-5.70386	-3.33e-02	82861500		
ILMN_1848440	0.85578792	3.89e-01	8.75e-01	-5.70386	3.33e-02	32006878		
ILMN_2153547	0.85578792	3.89e-01	8.75e-01	-5.70386	3.33e-02	52627198	OR4C15	olfactory receptor family 4 subfamily C member 15
ILMN_2203876	0.85578792	3.89e-01	-8.75e-01	-5.70386	-3.33e-02	219689134	CCDC68	coiled-coil domain containing 68
ILMN_2367638	0.85578792	3.89e-01	8.75e-01	-5.70386	3.33e-02	259490270	CAMKK2	calcium/calmodulin dependent protein kinase kinase 2
ILMN_3215627	0.85578792	3.89e-01	-8.75e-01	-5.70386	-3.33e-02	224177506	LINC00265	long intergenic non-protein coding RNA 265
ILMN_3238007	0.85578792	3.89e-01	8.75e-01	-5.70386	3.33e-02	NA		
ILMN_3243801	0.85578792	3.89e-01	-8.75e-01	-5.70386	-3.33e-02	NA		
ILMN_1676146	0.85578792	3.89e-01	-8.75e-01	-5.70386	-3.33e-02	225690575	KRTAP2-2	keratin associated protein 2-2
ILMN_1685125	0.85578792	3.89e-01	-8.75e-01	-5.70386	-3.33e-02	NA		
ILMN_1713128	0.85578792	3.89e-01	-8.75e-01	-5.70386	-3.33e-02	NA		
ILMN_1717423	0.85578792	3.89e-01	-8.75e-01	-5.70386	-3.33e-02	NA		
ILMN_3306944	0.85578792	3.89e-01	-8.75e-01	-5.70386	-3.33e-02	223972640	CASC2	cancer susceptibility candidate 2 (non-protein coding)
ILMN_3310426	0.85578792	3.89e-01	-8.75e-01	-5.70386	-3.33e-02	262205967	MIR298	microRNA 298
ILMN_1713397	0.85578792	3.89e-01	-8.75e-01	-5.70386	-3.33e-02	47825360	NCCRP1	non-specific cytotoxic cell receptor protein 1 homolog (zebrafish)
ILMN_1783969	0.85578792	3.89e-01	-8.75e-01	-5.70386	-3.33e-02	71274135	FAM24A	family with sequence similarity 24 member A
ILMN_1786697	0.85578792	3.89e-01	8.75e-01	-5.70386	3.33e-02	190341105	TRIM9	tripartite motif containing 9
ILMN_1663281	0.85578792	3.89e-01	-8.75e-01	-5.70386	-3.33e-02	149999363	ZNF702P	zinc finger protein 702, pseudogene
ILMN_1705767	0.85578792	3.89e-01	8.75e-01	-5.70386	3.33e-02	NA		
ILMN_1760909	0.85578792	3.89e-01	-8.75e-01	-5.70386	-3.33e-02	15011922	FGF19	fibroblast growth factor 19
ILMN_1656434	0.85578792	3.89e-01	8.75e-01	-5.70386	3.33e-02	58530860	IP6K1	inositol hexakisphosphate kinase 1
ILMN_1811239	0.85578792	3.89e-01	8.75e-01	-5.70386	3.33e-02	114842395	ANKFN1	ankyrin repeat and fibronectin type III domain containing 1
ILMN_3187843	0.85578792	3.89e-01	8.75e-01	-5.70386	3.33e-02	NA		
ILMN_3188269	0.85578792	3.89e-01	8.75e-01	-5.70386	3.33e-02	NA		
ILMN_3259909	0.85578792	3.89e-01	-8.75e-01	-5.70386	-3.33e-02	NA		
ILMN_1796177	0.85578792	3.89e-01	-8.75e-01	-5.70391	-5.83e-02	386781397	GIPC1	GIPC PDZ domain containing family member 1
ILMN_1753795	0.85578792	3.89e-01	8.75e-01	-5.70391	5.83e-02	40807479	SOCS4	suppressor of cytokine signaling 4
ILMN_3288587	0.85578792	3.89e-01	8.75e-01	-5.70391	5.83e-02	NA		
ILMN_1720857	0.85578792	3.89e-01	-8.75e-01	-5.70391	-5.83e-02	300360484	GUSBP2	glucuronidase, beta pseudogene 2
ILMN_1673640	0.85586934	3.89e-01	8.75e-01	-5.70408	2.50e-02	63054863	PAG1	phosphoprotein membrane anchor with glycosphingolipid microdomains 1
ILMN_2271568	0.85586934	3.89e-01	8.75e-01	-5.70408	2.50e-02	223941936	VCX3A	variable charge, X-linked 3A
ILMN_1761717	0.85586934	3.89e-01	8.75e-01	-5.70408	2.50e-02	573014783	SLCO6A1	solute carrier organic anion transporter family member 6A1
ILMN_3256986	0.85586934	3.89e-01	-8.75e-01	-5.70408	-2.50e-02	NA		
ILMN_1739876	0.85627202	3.90e-01	8.75e-01	-5.7044	6.67e-02	289547210	RAB3GAP1	RAB3 GTPase activating protein catalytic subunit 1
ILMN_3244176	0.85636737	3.90e-01	8.75e-01	-5.70452	7.50e-02	1032528835	MIR100HG	mir-100-let-7a-2 cluster host gene
ILMN_3177271	0.85636737	3.90e-01	-8.75e-01	-5.70452	-7.50e-02	NA		
ILMN_3235148	0.85665609	3.90e-01	-8.74e-01	-5.70493	-1.25e-01	261598989	RPL23AP87	ribosomal protein L23a pseudogene 87
ILMN_1782983	0.85665609	3.90e-01	-8.74e-01	-5.70504	-5.00e-02	NA		
ILMN_1662021	0.85665609	3.90e-01	-8.74e-01	-5.70504	-5.00e-02	994317766	ZNF326	zinc finger protein 326
ILMN_1690139	0.85665609	3.90e-01	8.74e-01	-5.70504	5.00e-02	NA		
ILMN_1788059	0.85665609	3.90e-01	-8.74e-01	-5.70504	-5.00e-02	375065847	PCGF5	polycomb group ring finger 5
ILMN_1743373	0.85665609	3.90e-01	-8.74e-01	-5.70504	-5.00e-02	110735442	DLL1	delta like canonical Notch ligand 1
ILMN_1657550	0.85665609	3.90e-01	8.74e-01	-5.70504	5.00e-02	737676170	MVD	mevalonate diphosphate decarboxylase
ILMN_2177413	0.85665609	3.90e-01	-8.74e-01	-5.70504	-5.00e-02	19913368	TBL3	transducin beta like 3
ILMN_3301478	0.85665609	3.90e-01	-8.74e-01	-5.70504	-5.00e-02	226529226	ZNF716	zinc finger protein 716
ILMN_1777263	0.85665609	3.90e-01	8.74e-01	-5.70504	5.00e-02	84105334	MEOX2	mesenchyme homeobox 2
ILMN_1698185	0.85665609	3.90e-01	8.74e-01	-5.70504	5.00e-02	94400918	WDR90	WD repeat domain 90
ILMN_1685037	0.8572762	3.91e-01	-8.73e-01	-5.7062	-5.00e-02	68303546	ASL	argininosuccinate lyase
ILMN_1834696	0.8572762	3.91e-01	8.73e-01	-5.7062	5.00e-02	20363065		
ILMN_1657349	0.8572762	3.91e-01	-8.73e-01	-5.7062	-5.00e-02	507144071	EPHA6	EPH receptor A6
ILMN_1761072	0.8572762	3.91e-01	-8.73e-01	-5.7062	-5.00e-02	NA		
ILMN_2356838	0.8572762	3.91e-01	-8.73e-01	-5.7062	-5.00e-02	56119170	CEPT1	choline/ethanolamine phosphotransferase 1
ILMN_1726942	0.8572762	3.91e-01	8.73e-01	-5.7062	5.00e-02	597709783	CFAP99	cilia and flagella associated protein 99
ILMN_1678690	0.8572762	3.91e-01	8.73e-01	-5.7062	5.00e-02	56550123	UPB1	beta-ureidopropionase 1
ILMN_1723467	0.8572762	3.91e-01	-8.73e-01	-5.7062	-5.00e-02	182519230	ITGB1	integrin subunit beta 1
ILMN_1745699	0.8572762	3.91e-01	-8.73e-01	-5.7062	-5.00e-02	165932357	METTL2A	methyltransferase like 2A
ILMN_1765621	0.8572762	3.91e-01	8.73e-01	-5.7062	5.00e-02	186928817	HDGF	hepatoma-derived growth factor
ILMN_1775405	0.8572762	3.91e-01	-8.72e-01	-5.70637	-6.67e-02	306482560	ARL4A	ADP ribosylation factor like GTPase 4A
ILMN_1797530	0.8572762	3.91e-01	8.72e-01	-5.70637	6.67e-02	748585172	CHCHD5	coiled-coil-helix-coiled-coil-helix domain containing 5
ILMN_2218277	0.8572762	3.91e-01	8.72e-01	-5.70637	6.67e-02	70609878	RPS2	ribosomal protein S2
ILMN_1680437	0.8572762	3.91e-01	8.72e-01	-5.70637	6.67e-02	NA		
ILMN_1695386	0.8572762	3.91e-01	8.72e-01	-5.70637	6.67e-02	525313578	RAD51C	RAD51 paralog C
ILMN_2086470	0.8572762	3.91e-01	-8.72e-01	-5.70637	-6.67e-02	172072625	PDGFRA	platelet derived growth factor receptor alpha
ILMN_3240986	0.8572762	3.91e-01	8.72e-01	-5.70637	6.67e-02	NA		
ILMN_1757941	0.8572762	3.91e-01	8.72e-01	-5.70664	4.17e-02	NA		
ILMN_2312149	0.8572762	3.91e-01	-8.72e-01	-5.70664	-4.17e-02	156547244	ZNF160	zinc finger protein 160
ILMN_1677353	0.8572762	3.91e-01	8.72e-01	-5.70664	4.17e-02	NA		
ILMN_3245223	0.8572762	3.91e-01	8.72e-01	-5.70664	4.17e-02	569026703	ZSCAN30	zinc finger and SCAN domain containing 30
ILMN_1753575	0.8572762	3.91e-01	8.72e-01	-5.70664	4.17e-02	747165401	GP1BA	glycoprotein Ib platelet alpha subunit
ILMN_1793239	0.8572762	3.91e-01	8.72e-01	-5.70664	4.17e-02	NA		
ILMN_1757736	0.8572762	3.91e-01	-8.72e-01	-5.70664	-4.17e-02	139394645	IRX5	iroquois homeobox 5
ILMN_1912287	0.8572762	3.91e-01	8.72e-01	-5.70664	4.17e-02	27826545	SUCNR1	succinate receptor 1
ILMN_1755335	0.8572762	3.91e-01	8.72e-01	-5.70664	4.17e-02	208022677	C19orf45	chromosome 19 open reading frame 45
ILMN_1775655	0.8572762	3.91e-01	8.72e-01	-5.70664	4.17e-02	NA		
ILMN_1652550	0.8572762	3.91e-01	8.72e-01	-5.70664	4.17e-02	NA		
ILMN_1685465	0.8572762	3.91e-01	-8.72e-01	-5.70664	-4.17e-02	NA		
ILMN_1730260	0.8572762	3.91e-01	8.72e-01	-5.70664	4.17e-02	974576760	EEF1AKMT1	eukaryotic translation elongation factor 1 alpha lysine methyltransferase 1
ILMN_1731500	0.8572762	3.91e-01	-8.72e-01	-5.70664	-4.17e-02	NA		
ILMN_1761138	0.8572762	3.91e-01	-8.72e-01	-5.70664	-4.17e-02	1045961247	C9orf142	chromosome 9 open reading frame 142
ILMN_1773323	0.8572762	3.91e-01	-8.72e-01	-5.70664	-4.17e-02	NA		
ILMN_1788499	0.8572762	3.91e-01	-8.72e-01	-5.70664	-4.17e-02	NA		
ILMN_2265995	0.8572762	3.91e-01	-8.72e-01	-5.70664	-4.17e-02	456367254	NBPF3	neuroblastoma breakpoint family member 3
ILMN_1729580	0.8572762	3.91e-01	-8.72e-01	-5.70664	-4.17e-02	351722312	NUDT9	nudix hydrolase 9
ILMN_3270462	0.8572762	3.91e-01	-8.72e-01	-5.70664	-4.17e-02	NA		
ILMN_3308688	0.8572762	3.91e-01	-8.72e-01	-5.70664	-4.17e-02	NA		
ILMN_1778053	0.8572762	3.91e-01	-8.72e-01	-5.70664	-4.17e-02	117553607	SLC39A7	solute carrier family 39 member 7
ILMN_1914284	0.8572762	3.91e-01	8.72e-01	-5.70664	4.17e-02	3743175		
ILMN_3176532	0.8572762	3.91e-01	-8.72e-01	-5.70664	-4.17e-02	NA		
ILMN_1701918	0.85773288	3.91e-01	-8.72e-01	-5.70702	-6.67e-02	NA		
ILMN_1791149	0.85773288	3.91e-01	8.72e-01	-5.70702	6.67e-02	507834118	ARL6IP4	ADP ribosylation factor like GTPase 6 interacting protein 4
ILMN_1736577	0.85814049	3.91e-01	8.71e-01	-5.70733	5.83e-02	67010012	ZNF688	zinc finger protein 688
ILMN_3239548	0.85842686	3.92e-01	8.71e-01	-5.70762	7.50e-02	NA		
ILMN_2151817	0.85842686	3.92e-01	8.71e-01	-5.70762	7.50e-02	394582017	PFN1	profilin 1
ILMN_2117987	0.85842686	3.92e-01	8.70e-01	-5.70864	7.50e-02	219842208	TFDP1	transcription factor Dp-1
ILMN_1713006	0.85842686	3.92e-01	8.69e-01	-5.70896	6.67e-02	16357476	CDC34	cell division cycle 34
ILMN_1721842	0.85842686	3.92e-01	8.69e-01	-5.70896	6.67e-02	599044742	RYBP	RING1 and YY1 binding protein
ILMN_3297945	0.85842686	3.92e-01	-8.69e-01	-5.70896	-6.67e-02	163659922	UBA1	ubiquitin like modifier activating enzyme 1
ILMN_2063168	0.85842686	3.93e-01	-8.69e-01	-5.70902	-5.83e-02	211938418	MALL	mal, T-cell differentiation protein like
ILMN_1728256	0.85842686	3.93e-01	-8.69e-01	-5.70902	-5.83e-02	195927053	SPAG9	sperm associated antigen 9
ILMN_3289764	0.85842686	3.93e-01	8.69e-01	-5.70902	5.83e-02	NA		
ILMN_1653575	0.85842686	3.93e-01	-8.69e-01	-5.70902	-5.83e-02	323098343	IL18BP	interleukin 18 binding protein
ILMN_2204726	0.85842686	3.93e-01	-8.69e-01	-5.70902	-5.83e-02	319803064	UBR5	ubiquitin protein ligase E3 component n-recognin 5
ILMN_1700625	0.85842686	3.93e-01	-8.69e-01	-5.70902	-5.83e-02	298493263	ATP5S	ATP synthase, H+ transporting, mitochondrial Fo complex subunit s (factor B)
ILMN_1916457	0.85842686	3.93e-01	-8.69e-01	-5.70902	-5.83e-02	30051873		
ILMN_1714945	0.85842686	3.93e-01	-8.68e-01	-5.70965	-5.00e-02	40254974	ITPKC	inositol-trisphosphate 3-kinase C
ILMN_1747451	0.85842686	3.93e-01	8.68e-01	-5.70965	5.00e-02	254039597	PLCXD1	phosphatidylinositol specific phospholipase C X domain containing 1
ILMN_1762972	0.85842686	3.93e-01	8.68e-01	-5.70965	5.00e-02	95147341	CHD9	chromodomain helicase DNA binding protein 9
ILMN_1719750	0.85842686	3.93e-01	8.68e-01	-5.70965	5.00e-02	15619000	CGB1	chorionic gonadotropin beta subunit 1
ILMN_3181543	0.85842686	3.93e-01	8.68e-01	-5.70965	5.00e-02	NA		
ILMN_3309339	0.85842686	3.93e-01	8.68e-01	-5.70965	5.00e-02	262205761	MIR100	microRNA 100
ILMN_3309664	0.85842686	3.93e-01	8.68e-01	-5.70965	5.00e-02	262205978	MIR300	microRNA 300
ILMN_1693951	0.85842686	3.93e-01	8.68e-01	-5.70965	5.00e-02	556695406	C14orf180	chromosome 14 open reading frame 180
ILMN_1733559	0.85842686	3.93e-01	-8.68e-01	-5.7097	-3.42e-01	225637499	RNA28S5	RNA, 28S ribosomal 5
ILMN_1725180	0.85842686	3.93e-01	8.68e-01	-5.70994	4.17e-02	169790925	GALNT9	polypeptide N-acetylgalactosaminyltransferase 9
ILMN_1737087	0.85842686	3.93e-01	-8.68e-01	-5.70994	-4.17e-02	61744459	WDR5	WD repeat domain 5
ILMN_1769532	0.85842686	3.93e-01	8.68e-01	-5.70994	4.17e-02	134133219	FAM86B1	family with sequence similarity 86 member B1
ILMN_3194755	0.85842686	3.93e-01	-8.68e-01	-5.70994	-4.17e-02	NA		
ILMN_1690954	0.85842686	3.93e-01	8.68e-01	-5.70994	4.17e-02	NA		
ILMN_1695421	0.85842686	3.93e-01	-8.68e-01	-5.70994	-4.17e-02	NA		
ILMN_2357334	0.85842686	3.93e-01	-8.68e-01	-5.70994	-4.17e-02	635172818	CPN2	carboxypeptidase N subunit 2
ILMN_1673808	0.85842686	3.93e-01	-8.68e-01	-5.70994	-4.17e-02	NA		
ILMN_1866244	0.85842686	3.93e-01	8.68e-01	-5.70994	4.17e-02	14069372		
ILMN_3236575	0.85842686	3.93e-01	8.68e-01	-5.70994	4.17e-02	NA		
ILMN_1707954	0.85842686	3.93e-01	-8.68e-01	-5.70994	-4.17e-02	291291004	TMEM232	transmembrane protein 232
ILMN_1738691	0.85842686	3.93e-01	-8.68e-01	-5.70994	-4.17e-02	110347448	POU4F1	POU class 4 homeobox 1
ILMN_1651520	0.85842686	3.93e-01	-8.68e-01	-5.70994	-4.17e-02	NA		
ILMN_1654677	0.85842686	3.93e-01	-8.68e-01	-5.70994	-4.17e-02	169234616	RAD9B	RAD9 checkpoint clamp component B
ILMN_1685833	0.85842686	3.93e-01	8.68e-01	-5.70994	4.17e-02	NA		
ILMN_1696961	0.85842686	3.93e-01	-8.68e-01	-5.70994	-4.17e-02	149944639	ZBTB34	zinc finger and BTB domain containing 34
ILMN_1705125	0.85842686	3.93e-01	8.68e-01	-5.70994	4.17e-02	NA		
ILMN_1715654	0.85842686	3.93e-01	8.68e-01	-5.70994	4.17e-02	NA		
ILMN_1746699	0.85842686	3.93e-01	-8.68e-01	-5.70994	-4.17e-02	229892305	SGO2	shugoshin 2
ILMN_1786598	0.85842686	3.93e-01	-8.68e-01	-5.70994	-4.17e-02	1022943310	COL14A1	collagen type XIV alpha 1 chain
ILMN_1830833	0.85842686	3.93e-01	-8.68e-01	-5.70994	-4.17e-02	60219613		
ILMN_1892184	0.85842686	3.93e-01	8.68e-01	-5.70994	4.17e-02	7375289		
ILMN_2041971	0.85842686	3.93e-01	8.68e-01	-5.70994	4.17e-02	269784674	TRMT2B	tRNA methyltransferase 2 homolog B
ILMN_3247765	0.85842686	3.93e-01	8.68e-01	-5.70994	4.17e-02	NA		
ILMN_1719386	0.85842686	3.93e-01	-8.68e-01	-5.70994	-4.17e-02	NA		
ILMN_1762440	0.85842686	3.93e-01	8.68e-01	-5.70994	4.17e-02	NA		
ILMN_1777260	0.85842686	3.93e-01	8.68e-01	-5.70994	4.17e-02	163937852	ATXN7L1	ataxin 7 like 1
ILMN_1810299	0.85842686	3.93e-01	8.68e-01	-5.70994	4.17e-02	295844830	PARP8	poly(ADP-ribose) polymerase family member 8
ILMN_2138005	0.85842686	3.93e-01	8.68e-01	-5.70994	4.17e-02	358438174	CHL1	cell adhesion molecule L1 like
ILMN_3309754	0.85842686	3.93e-01	8.68e-01	-5.70994	4.17e-02	262206263	MIR199A2	microRNA 199a-2
ILMN_1782862	0.85842686	3.93e-01	-8.68e-01	-5.70994	-4.17e-02	93004111	TDGF1P3	teratocarcinoma-derived growth factor 1 pseudogene 3
ILMN_1671473	0.85842686	3.93e-01	-8.68e-01	-5.70994	-4.17e-02	229608964	EHD3	EH domain containing 3
ILMN_1735208	0.85842686	3.93e-01	-8.68e-01	-5.70994	-4.17e-02	41393566	IL22	interleukin 22
ILMN_1770896	0.85842686	3.93e-01	8.68e-01	-5.70994	4.17e-02	NA		
ILMN_1776195	0.85842686	3.93e-01	-8.68e-01	-5.70994	-4.17e-02	34328944	TMSB4Y	thymosin beta 4, Y-linked
ILMN_2352953	0.85842686	3.93e-01	-8.68e-01	-5.70994	-4.17e-02	215272328	CPM	carboxypeptidase M
ILMN_1666269	0.85842686	3.93e-01	8.68e-01	-5.70994	4.17e-02	209364552	CTSZ	cathepsin Z
ILMN_1781814	0.85842686	3.93e-01	8.68e-01	-5.70994	4.17e-02	155029562	SEMA4B	semaphorin 4B
ILMN_1814206	0.85842686	3.93e-01	8.68e-01	-5.70994	4.17e-02	950426250	HTR1B	5-hydroxytryptamine receptor 1B
ILMN_1816259	0.85842686	3.93e-01	8.68e-01	-5.70994	4.17e-02	80957000		
ILMN_1674163	0.85842686	3.93e-01	-8.68e-01	-5.70994	-4.17e-02	523498697	DDX42	DEAD-box helicase 42
ILMN_1663381	0.85842686	3.93e-01	-8.68e-01	-5.70994	-4.17e-02	802084020	TRAF3IP2	TRAF3 interacting protein 2
ILMN_1681755	0.85842686	3.93e-01	8.68e-01	-5.70994	4.17e-02	NA		
ILMN_3188449	0.85842686	3.93e-01	8.68e-01	-5.70994	4.17e-02	NA		
ILMN_1683487	0.85842686	3.93e-01	8.68e-01	-5.70994	4.17e-02	NA		
ILMN_1697342	0.85842686	3.93e-01	-8.68e-01	-5.70994	-4.17e-02	84043954	HOXC11	homeobox C11
ILMN_1708056	0.85842686	3.93e-01	-8.68e-01	-5.70994	-4.17e-02	256574791	ANKRD31	ankyrin repeat domain 31
